N,P,K,ph,soil_health_score,deficiency_report,soil_health_class
104,35,28,6.983732393,70.0,"P deficient, K deficient",Moderate
116,36,25,6.172090205,70.0,"P deficient, K deficient",Moderate
107,38,29,6.35118177,70.0,"P deficient, K deficient",Moderate
101,33,33,6.908671378999999,80.0,"P deficient, K deficient",Healthy
107,31,31,6.766184468,60.0,"P deficient, K deficient",Moderate
99,16,30,6.392791654,60.0,"P deficient, K deficient",Moderate
103,40,30,6.3483162570000005,80.0,K deficient,Healthy
118,31,34,6.123796057000001,70.0,"P deficient, K deficient",Moderate
106,21,35,7.4285236339999985,70.0,"P deficient, K deficient",Moderate
116,38,34,6.020947179,80.0,"P deficient, K deficient",Healthy
97,35,26,6.334610249,70.0,"P deficient, K deficient",Moderate
107,34,32,6.78006386,80.0,"P deficient, K deficient",Healthy
99,15,27,6.086922359,60.0,"P deficient, K deficient",Moderate
118,33,30,6.362607851,70.0,"P deficient, K deficient",Moderate
117,32,34,6.758792552,80.0,"P deficient, K deficient",Healthy
104,18,30,6.779832611000002,60.0,"P deficient, K deficient",Moderate
